item_id,day_index,actual_sales,median_q50,conformal_lower_q10,conformal_upper_q90,recommended_order_qty,interval_width,relative_risk,risk_level,primary_risk_driver,recommended_actions,Demand Trend,Demand Volatility,Seasonality & Events,Data Reliability,Unmapped / Other,risk_driver_demand_volatility,risk_driver_seasonality_and_events,risk_driver_data_reliability
HOUSEHOLD_2_429_TX_1_validation,1898,0,0.0,0.0,1.02,1.0,1.02,102000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",75.75,13.36,3.25,0.1,7.53,79.95,19.43,0.62
HOUSEHOLD_1_119_CA_2_validation,1911,0,1.05,0.0,3.05,3.0,3.05,2.9047342406262793,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",82.0,3.76,3.47,0.17,10.61,50.77,46.89,2.34
HOBBIES_1_100_TX_3_validation,1890,2,0.0,0.0,1.19,1.0,1.19,118999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.4,12.77,1.25,0.1,5.49,90.45,8.83,0.72
FOODS_3_626_TX_3_validation,1910,1,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.47,14.49,1.9,0.14,3.0,87.7,11.48,0.82
HOUSEHOLD_2_188_TX_1_validation,1904,0,0.0,0.0,1.04,1.0,1.04,104000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.34,12.85,1.24,0.1,4.47,90.59,8.74,0.67
FOODS_1_006_TX_3_validation,1887,0,0.0,0.0,1.59,2.0,1.59,159000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",77.89,15.27,2.07,0.11,4.66,87.52,11.85,0.63
FOODS_3_761_TX_2_validation,1905,1,0.98,0.0,2.87,3.0,2.87,2.928541545494434,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",71.07,7.83,5.52,0.2,15.37,57.79,40.74,1.47
HOBBIES_1_265_WI_2_validation,1903,0,0.0,0.0,0.99,1.0,0.99,98999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.65,14.94,2.18,0.1,5.13,86.78,12.66,0.55
HOBBIES_2_020_CA_1_validation,1887,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.77,13.04,2.01,0.11,5.06,86.0,13.29,0.72
FOODS_1_066_CA_3_validation,1889,0,0.29,0.0,2.77,3.0,2.77,9.551394779490362,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",58.23,25.48,4.39,0.09,11.8,85.02,14.66,0.31
FOODS_3_559_CA_1_validation,1886,0,0.66,0.0,2.22,2.0,2.22,3.363585400221209,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",77.6,5.68,7.25,0.2,9.26,43.25,55.19,1.56
FOODS_3_436_CA_2_validation,1893,1,1.03,0.0,4.18,4.0,4.18,4.058213027057989,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",67.97,18.68,7.11,0.28,5.97,71.66,27.28,1.06
HOUSEHOLD_2_032_WI_3_validation,1887,0,0.0,0.0,0.88,1.0,0.88,88000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.29,14.91,2.03,0.11,4.65,87.44,11.92,0.65
FOODS_3_430_CA_3_validation,1911,0,0.0,0.0,2.02,2.0,2.02,201999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",68.69,16.91,2.55,0.12,11.72,86.33,13.04,0.63
HOUSEHOLD_2_466_WI_3_validation,1895,0,0.0,0.0,0.94,1.0,0.94,93999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.91,15.79,2.37,0.1,3.83,86.47,12.96,0.57
HOUSEHOLD_1_436_WI_2_validation,1891,0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",78.85,13.41,2.71,0.08,4.95,82.77,16.72,0.51
HOUSEHOLD_1_294_WI_1_validation,1896,3,2.59,0.09,5.72,5.0,5.63,2.1737367809390697,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",73.51,7.64,6.91,0.07,11.87,52.26,47.27,0.47
HOBBIES_1_357_WI_2_validation,1891,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",75.94,13.97,2.91,0.1,7.08,82.23,17.16,0.61
HOBBIES_2_010_CA_1_validation,1893,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.6,14.61,2.0,0.07,2.73,87.59,11.97,0.44
FOODS_2_176_CA_4_validation,1913,1,0.07,0.0,2.01,2.0,2.01,28.71018425939151,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",73.46,13.79,3.49,0.11,9.15,79.33,20.05,0.62
HOUSEHOLD_2_242_CA_2_validation,1892,1,0.0,0.0,1.04,1.0,1.04,104000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",76.18,14.04,2.94,0.1,6.73,82.22,17.18,0.6
HOUSEHOLD_1_461_TX_2_validation,1902,2,1.02,0.0,3.22,3.0,3.22,3.156831795766708,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",74.05,5.92,8.72,0.16,11.15,40.0,58.9,1.1
HOUSEHOLD_1_500_TX_3_validation,1910,1,0.0,0.0,0.49,1.0,0.49,48999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.45,16.04,1.84,0.07,3.61,89.38,10.25,0.37
FOODS_3_535_CA_4_validation,1912,5,1.06,0.0,3.06,3.0,3.06,2.886765219196045,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",75.07,5.56,6.64,0.19,12.54,44.87,53.61,1.52
HOUSEHOLD_1_076_CA_2_validation,1902,3,0.0,0.0,1.81,2.0,1.81,181000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",87.04,4.22,3.52,0.12,5.09,53.65,44.78,1.56
HOUSEHOLD_1_446_TX_3_validation,1889,0,0.0,0.0,1.11,1.0,1.11,111000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.17,12.51,2.19,0.1,5.02,84.52,14.79,0.69
FOODS_2_306_CA_1_validation,1912,0,0.46,0.0,2.55,3.0,2.55,5.543357753092323,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",71.62,6.7,6.18,0.16,15.35,51.38,47.4,1.22
FOODS_3_244_CA_4_validation,1887,0,0.0,0.0,1.21,1.0,1.21,120999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.7,12.4,2.18,0.11,5.61,84.41,14.82,0.77
FOODS_2_223_CA_4_validation,1887,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.91,14.57,1.83,0.08,2.61,88.4,11.09,0.51
HOUSEHOLD_2_123_WI_3_validation,1911,2,0.0,0.0,1.62,2.0,1.62,162000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.89,13.29,0.91,0.11,5.79,92.85,6.38,0.77
FOODS_2_240_CA_4_validation,1903,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.78,14.61,1.98,0.13,2.5,87.37,11.83,0.8
HOUSEHOLD_1_413_WI_2_validation,1905,2,0.91,0.0,2.57,3.0,2.57,2.8241447896176965,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",60.4,4.08,9.53,0.15,25.83,29.66,69.23,1.1
HOUSEHOLD_1_417_CA_4_validation,1900,0,0.0,0.0,0.71,1.0,0.71,70999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.25,16.2,1.96,0.11,2.48,88.68,10.74,0.58
HOUSEHOLD_1_005_WI_2_validation,1900,1,0.15,0.0,2.1,2.0,2.1,13.999066728884742,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",68.04,19.76,4.46,0.16,7.58,81.04,18.3,0.67
FOODS_3_268_WI_3_validation,1900,1,0.0,0.0,1.17,1.0,1.17,116999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.97,13.84,2.54,0.11,3.54,83.91,15.4,0.69
FOODS_3_515_CA_1_validation,1892,3,1.83,0.0,5.17,5.0,5.17,2.8251211742012337,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",71.66,4.16,9.58,0.17,14.43,29.93,68.88,1.19
HOUSEHOLD_2_494_WI_2_validation,1891,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",78.74,13.45,2.74,0.08,4.99,82.63,16.86,0.51
FOODS_1_152_CA_2_validation,1911,2,0.0,0.0,1.84,2.0,1.84,184000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.7,12.06,0.8,0.11,5.34,93.0,6.15,0.85
FOODS_2_339_WI_1_validation,1888,1,1.57,0.0,4.01,4.0,4.01,2.5541238590837,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",78.11,1.92,8.78,0.23,10.96,17.59,80.34,2.07
HOUSEHOLD_1_161_WI_3_validation,1900,1,0.0,0.0,1.56,2.0,1.56,156000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.87,12.65,2.63,0.12,3.73,82.18,17.05,0.77
HOUSEHOLD_1_536_WI_2_validation,1903,0,1.39,0.0,4.09,4.0,4.09,2.9424248746411896,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",65.66,8.74,10.02,0.22,15.36,46.05,52.77,1.18
FOODS_3_368_WI_3_validation,1903,3,1.56,0.02,4.14,4.0,4.12,2.6410087114826184,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",66.48,8.71,11.14,0.24,13.44,43.36,55.46,1.19
HOBBIES_1_419_TX_1_validation,1901,0,0.0,0.0,0.01,1.0,0.01,999.9999999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.52,16.55,2.08,0.11,4.74,88.33,11.11,0.56
FOODS_3_087_WI_2_validation,1895,1,2.72,0.04,5.32,5.0,5.28,1.9411693339362721,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",65.43,8.82,10.09,0.13,15.53,46.32,53.0,0.68
HOBBIES_2_008_WI_2_validation,1888,0,0.0,0.0,0.99,1.0,0.99,98999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.7,14.94,2.01,0.11,5.24,87.56,11.8,0.64
FOODS_3_633_WI_2_validation,1899,1,0.0,0.0,1.77,2.0,1.77,177000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",77.49,12.55,3.06,0.1,6.8,79.87,19.47,0.67
FOODS_3_715_TX_3_validation,1891,0,0.0,0.0,2.01,2.0,2.01,200999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.06,12.15,2.91,0.1,5.79,80.14,19.17,0.69
HOBBIES_1_276_TX_3_validation,1891,1,0.0,0.0,1.7,2.0,1.7,169999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.34,14.41,1.03,0.11,5.11,92.67,6.62,0.71
HOUSEHOLD_1_530_CA_2_validation,1897,0,0.64,0.0,2.44,2.0,2.44,3.8124404306182718,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",77.28,3.43,4.85,0.16,14.28,40.57,57.5,1.92
FOODS_3_262_TX_3_validation,1898,0,0.02,0.0,2.04,2.0,2.04,101.94902548725638,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.52,11.51,3.92,0.11,7.94,74.06,25.25,0.68
HOUSEHOLD_2_336_WI_2_validation,1901,0,0.36,0.0,1.89,2.0,1.89,5.24985417071748,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",69.39,11.26,7.29,0.17,11.88,60.15,38.94,0.91
FOODS_2_251_WI_3_validation,1893,1,1.02,0.0,3.3,3.0,3.3,3.235262399388241,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",72.27,17.62,6.37,0.17,3.57,72.94,26.37,0.69
FOODS_3_489_CA_4_validation,1905,0,1.88,0.0,5.67,5.0,5.67,3.015941404566997,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",63.63,16.19,6.13,0.23,13.82,71.78,27.18,1.04
FOODS_3_101_TX_3_validation,1912,2,2.95,0.14,6.77,6.0,6.63,2.247450008644038,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",71.96,8.14,8.16,0.17,11.57,49.4,49.55,1.05
FOODS_3_038_TX_2_validation,1906,1,0.0,0.0,1.16,1.0,1.16,115999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.38,11.79,2.87,0.1,6.86,79.87,19.43,0.7
HOUSEHOLD_1_215_WI_2_validation,1913,0,1.02,0.0,2.98,3.0,2.98,2.9215399849021084,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",76.68,4.86,6.23,0.16,12.08,43.22,55.39,1.39
FOODS_3_635_WI_1_validation,1886,6,3.26,0.0,8.35,8.0,8.35,2.561341836374735,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",82.35,5.97,6.63,0.03,5.02,47.24,52.49,0.26
FOODS_1_061_CA_4_validation,1894,1,1.02,0.0,2.98,3.0,2.98,2.9215399849021084,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",77.19,8.12,6.78,0.14,7.76,53.98,45.09,0.93
HOUSEHOLD_2_205_CA_3_validation,1900,0,0.0,0.0,0.95,1.0,0.95,94999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.53,16.64,2.01,0.11,2.71,88.73,10.7,0.57
FOODS_3_584_WI_2_validation,1896,3,2.38,0.0,7.16,6.0,7.16,3.0083907210473906,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",79.97,2.05,9.51,0.06,8.4,17.63,81.82,0.56
HOUSEHOLD_2_333_WI_1_validation,1886,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.65,13.42,2.12,0.11,3.69,85.74,13.53,0.73
FOODS_3_153_WI_2_validation,1905,0,0.02,0.0,2.81,3.0,2.81,140.4297851074463,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",75.09,12.79,3.56,0.1,8.46,77.78,21.63,0.59
FOODS_1_004_CA_3_validation,1906,0,0.0,0.0,0.01,1.0,0.01,999.9999999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.6,13.51,2.49,0.08,4.32,84.03,15.49,0.49
FOODS_3_076_TX_1_validation,1891,2,4.15,1.2,7.89,7.0,6.6899999999999995,1.6120443083269678,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",73.04,12.72,5.59,0.1,8.55,69.09,30.36,0.55
FOODS_3_063_CA_2_validation,1911,1,1.14,0.0,3.28,3.0,3.28,2.877167744142595,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",70.97,6.4,6.06,0.25,16.32,50.36,47.7,1.94
FOODS_2_025_TX_2_validation,1894,0,0.0,0.0,0.89,1.0,0.89,89000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.95,16.13,2.28,0.1,3.53,87.1,12.33,0.56
HOBBIES_2_044_WI_2_validation,1887,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.47,13.23,2.03,0.11,5.17,86.09,13.19,0.71
HOUSEHOLD_1_527_TX_3_validation,1912,0,1.04,0.0,2.96,3.0,2.96,2.8461264795530807,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",71.95,5.52,7.34,0.18,15.0,42.34,56.27,1.39
FOODS_2_055_TX_2_validation,1895,1,0.42,0.0,2.93,3.0,2.93,6.976024380371896,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",61.31,23.36,5.03,0.15,10.15,81.84,17.63,0.53
HOBBIES_2_007_TX_1_validation,1909,2,0.0,0.0,1.11,1.0,1.11,111000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",77.85,15.01,1.98,0.09,5.07,87.85,11.61,0.54
FOODS_1_075_TX_1_validation,1905,0,0.0,0.0,1.02,1.0,1.02,102000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.31,12.51,2.56,0.1,6.51,82.42,16.89,0.69
HOUSEHOLD_1_313_WI_3_validation,1901,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.22,14.6,2.25,0.08,2.84,86.22,13.29,0.49
HOUSEHOLD_1_347_CA_4_validation,1895,0,0.97,0.0,2.71,3.0,2.71,2.7937856310759686,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",73.52,8.63,7.72,0.18,9.94,52.22,46.7,1.09
HOUSEHOLD_1_358_CA_4_validation,1911,0,0.02,0.0,2.12,2.0,2.12,105.94702648675663,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",69.22,18.38,2.11,0.12,10.17,89.18,10.25,0.57
FOODS_3_742_WI_2_validation,1907,2,1.05,0.0,2.9,3.0,2.9,2.7618784583003966,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",83.17,3.48,7.76,0.17,5.41,30.52,67.95,1.53
FOODS_2_362_CA_2_validation,1893,2,0.0,0.0,1.42,2.0,1.42,141999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.7,13.08,2.38,0.11,3.72,83.97,15.3,0.73
HOUSEHOLD_2_326_CA_4_validation,1894,1,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.07,14.91,2.39,0.11,4.54,85.67,13.71,0.62
HOUSEHOLD_1_355_TX_2_validation,1900,0,0.93,0.0,2.32,2.0,2.32,2.494596832292126,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",82.44,2.6,6.35,0.22,8.39,28.36,69.28,2.36
HOUSEHOLD_1_286_CA_1_validation,1907,0,0.0,0.0,1.36,2.0,1.36,136000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",82.09,12.12,2.1,0.11,3.58,84.57,14.64,0.79
HOBBIES_1_056_TX_2_validation,1893,0,1.39,0.0,4.37,4.0,4.37,3.143862274372127,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",76.34,6.35,8.42,0.29,8.6,42.16,55.9,1.94
HOUSEHOLD_1_450_CA_3_validation,1901,2,0.89,0.0,2.44,3.0,2.44,2.7415422298625858,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",81.16,5.5,5.14,0.14,8.06,51.03,47.67,1.3
HOBBIES_2_041_TX_3_validation,1887,0,0.0,0.0,0.52,1.0,0.52,52000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.99,16.59,1.84,0.11,4.48,89.49,9.94,0.57
HOUSEHOLD_1_466_CA_3_validation,1910,0,0.0,0.0,0.99,1.0,0.99,98999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.16,14.51,1.96,0.1,4.27,87.59,11.82,0.59
FOODS_3_115_CA_4_validation,1910,0,0.3,0.0,1.99,2.0,1.99,6.633112229592347,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",66.84,13.35,2.93,0.13,16.75,81.37,17.85,0.78
